"time","pose_x","pose_y","pose_z","pose_roll","pose_pitch","pose_yaw"
4.2,0,34.86,1,0,0,1.5707963267949
4.3,0,35.69,1,0,0,1.5707963267949
4.4,0,36.52,1,0,0,1.5707963267949
4.5,0,37.35,1,0,0,1.5707963267949
4.6,0,38.18,1,0,0,1.5707963267949
4.7,0,39.01,1,0,0,1.5707963267949
4.8,0,39.84,1,0,0,1.5707963267949
4.9,0,40.67,1,0,0,1.5707963267949
5,0,41.5,1,0,0,1.5707963267949
5.1,0,42.33,1,0,0,1.5707963267949
5.2,0,43.1599999999999,1,0,0,1.5707963267949
5.3,0,43.99,1,0,0,1.5707963267949
5.4,0,44.8199999999999,1,0,0,1.5707963267949
5.5,0,45.6499999999999,1,0,0,1.5707963267949
5.6,0,46.4799999999999,1,0,0,1.5707963267949
5.7,0,47.3099999999999,1,0,0,1.5707963267949
5.8,0,48.1399999999999,1,0,0,1.5707963267949
5.9,0,48.9699999999999,1,0,0,1.5707963267949
6,0,49.7999999999999,1,0,0,1.5707963267949
6.1,0,50.6299999999999,1,0,0,1.5707963267949
6.2,0,51.4599999999999,1,0,0,1.5707963267949
6.3,0,52.2899999999999,1,0,0,1.5707963267949
6.4,0,53.1199999999999,1,0,0,1.5707963267949
6.5,0,53.9499999999999,1,0,0,1.5707963267949
6.6,0,54.7799999999999,1,0,0,1.5707963267949
6.7,0,55.6099999999999,1,0,0,1.5707963267949
6.8,0,56.4399999999999,1,0,0,1.5707963267949
6.9,0,57.2699999999999,1,0,0,1.5707963267949
7,0,58.0999999999999,1,0,0,1.5707963267949
7.1,0,58.9299999999999,1,0,0,1.5707963267949
7.2,0,59.7599999999999,1,0,0,1.5707963267949
7.3,0,60.5899999999999,1,0,0,1.5707963267949
7.4,0,61.4199999999999,1,0,0,1.5707963267949
7.5,0,62.2499999999999,1,0,0,1.5707963267949
7.6,0,63.0799999999999,1,0,0,1.5707963267949
7.7,0,63.9099999999999,1,0,0,1.5707963267949
7.8,0,64.7399999999999,1,0,0,1.5707963267949
7.9,0,65.5699999999999,1,0,0,1.5707963267949
8,0,66.3999999999999,1,0,0,1.5707963267949
8.1,0,67.2299999999999,1,0,0,1.5707963267949
8.2,0,68.0599999999999,1,0,0,1.5707963267949
8.3,0,68.8899999999999,1,0,0,1.5707963267949
8.4,0,69.7199999999999,1,0,0,1.5707963267949
8.5,0,70.5499999999999,1,0,0,1.5707963267949
8.6,0,71.3799999999999,1,0,0,1.5707963267949
8.7,0,72.2099999999999,1,0,0,1.5707963267949
8.8,0,73.0399999999999,1,0,0,1.5707963267949
8.9,0,73.8699999999999,1,0,0,1.5707963267949
9,0,74.6999999999999,1,0,0,1.5707963267949
9.1,0,75.5299999999999,1,0,0,1.5707963267949
9.2,0,76.3599999999999,1,0,0,1.5707963267949
9.3,0,77.1899999999999,1,0,0,1.5707963267949
9.4,0,78.0199999999999,1,0,0,1.5707963267949
9.5,0,78.8499999999999,1,0,0,1.5707963267949
9.6,0,79.6799999999999,1,0,0,1.5707963267949
9.7,0,80.5099999999999,1,0,0,1.5707963267949
9.8,0,81.3399999999999,1,0,0,1.5707963267949
9.9,0,82.1699999999999,1,0,0,1.5707963267949
10,0,82.9999999999999,1,0,0,1.5707963267949
10.1,0,83.8299999999999,1,0,0,1.5707963267949
10.2,0,84.6599999999999,1,0,0,1.5707963267949
10.3,0,85.4899999999999,1,0,0,1.5707963267949
10.4,0,86.3199999999999,1,0,0,1.5707963267949
10.5,0,87.1499999999999,1,0,0,1.5707963267949
10.6,0,87.9799999999999,1,0,0,1.5707963267949
10.7,0,88.8099999999999,1,0,0,1.5707963267949
10.8,0,89.6399999999999,1,0,0,1.5707963267949
10.9,0,90.4699999999999,1,0,0,1.5707963267949
11,0,91.2999999999999,1,0,0,1.5707963267949
11.1,0,92.1299999999999,1,0,0,1.5707963267949
11.2,0,92.9599999999999,1,0,0,1.5707963267949
11.3,0,93.7899999999999,1,0,0,1.5707963267949
11.4,0,94.6199999999999,1,0,0,1.5707963267949
11.5,0,95.4499999999998,1,0,0,1.5707963267949
11.6,0,96.2799999999998,1,0,0,1.5707963267949
11.7,0,97.1099999999998,1,0,0,1.5707963267949
11.8,0,97.9399999999998,1,0,0,1.5707963267949
11.9,0,98.7699999999999,1,0,0,1.5707963267949
12,0,99.5999999999998,1,0,0,1.5707963267949
12.1,0,100.43,1,0,0,1.5707963267949
12.2,0,101.26,1,0,0,1.5707963267949
12.3,0,102.09,1,0,0,1.5707963267949
12.4,0,102.92,1,0,0,1.5707963267949
12.5,0,103.75,1,0,0,1.5707963267949
12.6,0,104.58,1,0,0,1.5707963267949
12.7,0,105.41,1,0,0,1.5707963267949
12.8,0,106.24,1,0,0,1.5707963267949
12.9,0,107.07,1,0,0,1.5707963267949
13,0,107.9,1,0,0,1.5707963267949
13.1,0,108.73,1,0,0,1.5707963267949
13.2,0,109.56,1,0,0,1.5707963267949
13.3,0,110.39,1,0,0,1.5707963267949
13.4,0,111.22,1,0,0,1.5707963267949
13.5,0,112.05,1,0,0,1.5707963267949
13.6,0,112.88,1,0,0,1.5707963267949
13.7,0,113.71,1,0,0,1.5707963267949
13.8,0,114.54,1,0,0,1.5707963267949
13.9,0,115.37,1,0,0,1.5707963267949
14,0,116.2,1,0,0,1.5707963267949
14.1,0,117.03,1,0,0,1.5707963267949
14.2,0,117.86,1,0,0,1.5707963267949
14.3,0,118.69,1,0,0,1.5707963267949
14.4,0,119.52,1,0,0,1.5707963267949
14.5,0,120.35,1,0,0,1.5707963267949
14.6,0,121.18,1,0,0,1.5707963267949
14.7,0,122.01,1,0,0,1.5707963267949
14.8,0,122.84,1,0,0,1.5707963267949
14.9,0,123.67,1,0,0,1.5707963267949
15,0,124.5,1,0,0,1.5707963267949
15.1,0,125.33,1,0,0,1.5707963267949
15.2,0,126.16,1,0,0,1.5707963267949
15.3,0,126.99,1,0,0,1.5707963267949
15.4,0,127.82,1,0,0,1.5707963267949
15.5,0,128.65,1,0,0,1.5707963267949
15.6,0,129.48,1,0,0,1.5707963267949
15.7,0,130.31,1,0,0,1.5707963267949
15.8,0,131.14,1,0,0,1.5707963267949
15.9,0,131.97,1,0,0,1.5707963267949
16,0,132.8,1,0,0,1.5707963267949
16.1,0,133.63,1,0,0,1.5707963267949
16.2,0,134.46,1,0,0,1.5707963267949
16.3,0,135.29,1,0,0,1.5707963267949
16.4,0,136.12,1,0,0,1.5707963267949
16.5,0,136.95,1,0,0,1.5707963267949
16.6,0,137.78,1,0,0,1.5707963267949
16.7,0,138.61,1,0,0,1.5707963267949
16.8,0,139.44,1,0,0,1.5707963267949
16.9,0,140.27,1,0,0,1.5707963267949
17,0,141.1,1,0,0,1.5707963267949
17.1,0,141.93,1,0,0,1.5707963267949
17.2,0,142.76,1,0,0,1.5707963267949
17.3,0,143.59,1,0,0,1.5707963267949
17.4,0,144.42,1,0,0,1.5707963267949
17.5,0,145.25,1,0,0,1.5707963267949
17.6,0,146.08,1,0,0,1.5707963267949
17.7,0,146.91,1,0,0,1.5707963267949
17.8,0,147.74,1,0,0,1.5707963267949
17.9,0,148.57,1,0,0,1.5707963267949
18,0,149.4,1,0,0,1.5707963267949
18.1,0.59,149.99,1,0,0,0.785398163397448
18.2,1.42,149.99,1,0,0,0
18.3,2.25,149.99,1,0,0,0
18.4,3.08,149.99,1,0,0,0
18.5,3.91,149.99,1,0,0,0
18.6,4.74,149.99,1,0,0,0
18.7,5.57,149.99,1,0,0,0
18.8,6.4,149.99,1,0,0,0
18.9,7.23,149.99,1,0,0,0
19,8.06,149.99,1,0,0,0
19.1,8.89,149.99,1,0,0,0
19.2,9.72,149.99,1,0,0,0
19.3,10.55,149.99,1,0,0,0
19.4,11.38,149.99,1,0,0,0
19.5,12.21,149.99,1,0,0,0
19.6,13.04,149.99,1,0,0,0
19.7,13.87,149.99,1,0,0,0
19.8,14.7,149.99,1,0,0,0
19.9,15.53,149.99,1,0,0,0
20,16.36,149.99,1,0,0,0
20.1,17.19,149.99,1,0,0,0
20.2,18.02,149.99,1,0,0,0
20.3,18.85,149.99,1,0,0,0
20.4,19.68,149.99,1,0,0,0
20.5,20.51,149.99,1,0,0,0
20.6,21.34,149.99,1,0,0,0
20.7,22.17,149.99,1,0,0,0
20.8,23,149.99,1,0,0,0
20.9,23.83,149.99,1,0,0,0
21,24.66,149.99,1,0,0,0
21.1,25.49,149.99,1,0,0,0
21.2,26.32,149.99,1,0,0,0
21.3,27.15,149.99,1,0,0,0
21.4,27.98,149.99,1,0,0,0
21.5,28.81,149.99,1,0,0,0
21.6,29.64,149.99,1,0,0,0
21.7,30.47,149.99,1,0,0,0
21.8,31.3,149.99,1,0,0,0
21.9,32.13,149.99,1,0,0,0
22,32.96,149.99,1,0,0,0
22.1,33.79,149.99,1,0,0,0
22.2,34.62,149.99,1,0,0,0
22.3,35.45,149.99,1,0,0,0
22.4,36.28,149.99,1,0,0,0
22.5,37.11,149.99,1,0,0,0
22.6,37.94,149.99,1,0,0,0
22.7,38.77,149.99,1,0,0,0
22.8,39.5999999999999,149.99,1,0,0,0
22.9,40.43,149.99,1,0,0,0
23,41.26,149.99,1,0,0,0
23.1,42.0899999999999,149.99,1,0,0,0
23.2,42.9199999999999,149.99,1,0,0,0
23.3,43.75,149.99,1,0,0,0
23.4,44.5799999999999,149.99,1,0,0,0
23.5,45.4099999999999,149.99,1,0,0,0
23.6,46.2399999999999,149.99,1,0,0,0
23.7,47.0699999999999,149.99,1,0,0,0
23.8,47.8999999999999,149.99,1,0,0,0
23.9,48.7299999999999,149.99,1,0,0,0
24,49.5599999999999,149.99,1,0,0,0
24.1,50.3899999999999,149.99,1,0,0,0
24.2,51.2199999999999,149.99,1,0,0,0
24.3,52.0499999999999,149.99,1,0,0,0
24.4,52.8799999999999,149.99,1,0,0,0
24.5,53.7099999999999,149.99,1,0,0,0
24.6,54.5399999999999,149.99,1,0,0,0
24.7,55.3699999999999,149.99,1,0,0,0
24.8,56.1999999999999,149.99,1,0,0,0
24.9,57.0299999999999,149.99,1,0,0,0
25,57.8599999999999,149.99,1,0,0,0
25.1,58.6899999999999,149.99,1,0,0,0
25.2,59.5199999999999,149.99,1,0,0,0
25.3,60.3499999999999,149.99,1,0,0,0
25.4,61.1799999999999,149.99,1,0,0,0
25.5,62.0099999999999,149.99,1,0,0,0
25.6,62.8399999999999,149.99,1,0,0,0
25.7,63.6699999999999,149.99,1,0,0,0
25.8,64.4999999999999,149.99,1,0,0,0
25.9,65.3299999999999,149.99,1,0,0,0
26,66.1599999999999,149.99,1,0,0,0
26.1,66.9899999999999,149.99,1,0,0,0
26.2,67.8199999999999,149.99,1,0,0,0
26.3,68.6499999999999,149.99,1,0,0,0
26.4,69.4799999999999,149.99,1,0,0,0
26.5,70.3099999999999,149.99,1,0,0,0
26.6,71.1399999999999,149.99,1,0,0,0
26.7,71.9699999999999,149.99,1,0,0,0
26.8,72.7999999999999,149.99,1,0,0,0
26.9,73.6299999999999,149.99,1,0,0,0
27,74.4599999999999,149.99,1,0,0,0
27.1,75.2899999999999,149.99,1,0,0,0
27.2,76.1199999999999,149.99,1,0,0,0
27.3,76.9499999999999,149.99,1,0,0,0
27.4,77.7799999999999,149.99,1,0,0,0
27.5,78.6099999999999,149.99,1,0,0,0
27.6,79.4399999999999,149.99,1,0,0,0
27.7,80.2699999999999,149.99,1,0,0,0
27.8,81.0999999999999,149.99,1,0,0,0
27.9,81.9299999999999,149.99,1,0,0,0
28,82.7599999999999,149.99,1,0,0,0
28.1,83.5899999999999,149.99,1,0,0,0
28.2,84.4199999999999,149.99,1,0,0,0
28.3,85.2499999999999,149.99,1,0,0,0
28.4,86.0799999999999,149.99,1,0,0,0
28.5,86.9099999999999,149.99,1,0,0,0
28.6,87.7399999999999,149.99,1,0,0,0
28.7,88.5699999999999,149.99,1,0,0,0
28.8,89.3999999999999,149.99,1,0,0,0
28.9,90.2299999999999,149.99,1,0,0,0
29,91.0599999999998,149.99,1,0,0,0
29.1,91.8899999999998,149.99,1,0,0,0
29.2,92.7199999999998,149.99,1,0,0,0
29.3,93.5499999999998,149.99,1,0,0,0
29.4,94.3799999999998,149.99,1,0,0,0
29.5,95.2099999999998,149.99,1,0,0,0
29.6,96.0399999999998,149.99,1,0,0,0
29.7,96.8699999999998,149.99,1,0,0,0
29.8,97.6999999999998,149.99,1,0,0,0
29.9,98.5299999999998,149.99,1,0,0,0
30,99.3599999999998,149.99,1,0,0,0
30.1,100.19,149.99,1,0,0,0
30.2,101.02,149.99,1,0,0,0
30.3,101.85,149.99,1,0,0,0
30.4,102.68,149.99,1,0,0,0
30.5,103.51,149.99,1,0,0,0
30.6,104.34,149.99,1,0,0,0
30.7,105.17,149.99,1,0,0,0
30.8,106,149.99,1,0,0,0
30.9,106.83,149.99,1,0,0,0
31,107.66,149.99,1,0,0,0
31.1,108.49,149.99,1,0,0,0
31.2,109.32,149.99,1,0,0,0
31.3,110.15,149.99,1,0,0,0
31.4,110.98,149.99,1,0,0,0
31.5,111.81,149.99,1,0,0,0
31.6,112.64,149.99,1,0,0,0
31.7,113.47,149.99,1,0,0,0
31.8,114.3,149.99,1,0,0,0
31.9,115.13,149.99,1,0,0,0
32,115.96,149.99,1,0,0,0
32.1,116.79,149.99,1,0,0,0
32.2,117.62,149.99,1,0,0,0
32.3,118.45,149.99,1,0,0,0
32.4,119.28,149.99,1,0,0,0
32.5,120.11,149.99,1,0,0,0
32.6,120.94,149.99,1,0,0,0
32.7,121.77,149.99,1,0,0,0
32.8,122.6,149.99,1,0,0,0
32.9,123.43,149.99,1,0,0,0
33,124.26,149.99,1,0,0,0
33.1,125.09,149.99,1,0,0,0
33.2,125.92,149.99,1,0,0,0
33.3,126.75,149.99,1,0,0,0
33.4,127.58,149.99,1,0,0,0
33.5,128.41,149.99,1,0,0,0
33.6,129.24,149.99,1,0,0,0
33.7,130.07,149.99,1,0,0,0
33.8,130.9,149.99,1,0,0,0
33.9,131.73,149.99,1,0,0,0
34,132.56,149.99,1,0,0,0
34.1,133.39,149.99,1,0,0,0
34.2,134.22,149.99,1,0,0,0
34.3,135.05,149.99,1,0,0,0
34.4,135.88,149.99,1,0,0,0
34.5,136.71,149.99,1,0,0,0
34.6,137.54,149.99,1,0,0,0
34.7,138.37,149.99,1,0,0,0
34.8,139.2,149.99,1,0,0,0
34.9,140.03,149.99,1,0,0,0
35,140.86,149.99,1,0,0,0
35.1,141.69,149.99,1,0,0,0
35.2,142.52,149.99,1,0,0,0
35.3,143.35,149.99,1,0,0,0
35.4,144.18,149.99,1,0,0,0
35.5,145.01,149.99,1,0,0,0
35.6,145.84,149.99,1,0,0,0
35.7,146.67,149.99,1,0,0,0
35.8,147.5,149.99,1,0,0,0
35.9,148.33,149.99,1,0,0,0
36,149.16,149.99,1,0,0,0
36.1,149.99,149.99,1,0,0,0
